Ovary_1	Ovary_2	Ovary_3	Testis_1	Testis_2	Testis_3
3522	3539	2422	2855	2513	2354
0	0	0	0	8	6
1	3	1	6	7	1
1	1	0	4	29	8
423	344	266	16	23	22
44	66	39	6	4	2
100	70	143	19	56	31
1111	1058	605	20	22	21
317	6	668	5	0	3
293	42	104	24	36	37
17438	18791	7837	12150	15457	9969
44	41	26	14	16	11
3530	3411	1628	2421	2667	2223
8006	8470	4174	67880	80054	67851
980	774	406	381	410	331
376	283	255	380	504	426
1637	1869	997	1936	2478	2023
540	382	217	142	235	140
908	817	489	80	101	90
1859	2077	1374	2495	2190	2035
1177	1942	1030	5400	8135	5845
1005	755	390	1420	2302	1376
0	18	0	2	6	3
350	289	194	213	267	244
1140	1076	494	107	90	71
0	10	1	0	0	1
0	0	0	9	3	2
0	1	0	9	3	7
0	1	1	4	3	2
0	0	0	0	3	0
4	51	16	1	11	4
12	17	6	1836	1665	1485
9	33	3	1	9	1
8	17	1	4	0	5
357	238	219	35	39	78
558	442	295	45	55	67
1634	1474	720	430	430	294
541	368	169	130	128	134
3481	2861	1779	841	1111	875
609	429	275	74	89	84
0	1	0	3	1	5
4032	3522	2027	881	996	847
819	1198	500	18	1	13
2412	1862	1638	38	52	66
3576	3718	1890	265	152	203
406	340	169	127	171	108
600	536	318	2493	3527	2575
14	28	17	14	11	15
0	1	0	1	0	2
1238	1154	701	278	379	391
408	403	251	293	241	225
4	1	3	0	0	1
2	30	56	2	3	3
90	81	78	1	0	1
1	0	0	4	7	7
6	12	13	2	4	1
5	25	1	10	4	2
6	1	0	1	0	0
182	172	120	216	276	211
108	77	74	74	74	78
314	231	191	36	80	48
147	114	87	12	32	18
92	118	88	74	50	68
7916	10940	4283	3333	8626	4373
1005	1031	556	90	132	96
217	239	124	21	19	24
17	11	3	18	21	16
2444	1796	1038	166	203	250
131	72	100	14	28	6
3382	3991	2000	6106	5991	4855
354	349	213	138	136	144
255	205	126	127	146	132
1312	1321	914	482	721	446
3	4	4	8	5	9
106	152	102	18	23	14
238	284	147	34	50	19
121	183	135	120	146	88
9	17	8	0	0	0
2	11	2	263	258	180
2555	2500	1373	1106	1125	962
1095	1099	570	143	162	115
495	684	186	84	205	198
7	9	2	2	0	2
590	548	263	106	119	86
439	347	210	109	140	111
1845	1679	846	1763	1835	1765
487	508	288	165	186	180
39	81	18	17	15	5
2	28	5	30	41	28
6	5	1	521	760	465
0	0	1	19	35	19
1406	1483	901	629	916	527
4	6	0	73	74	72
2956	2311	1584	7146	7463	5730
1406	1251	797	1439	2163	1505
39	34	17	3910	5651	2121
534	736	557	639	896	794
741	655	567	3578	4587	3119
967	1094	461	1357	1283	932
670	541	394	298	367	281
36	43	10	37	42	45
1953	1866	927	1988	2810	2287
205	162	99	287	367	316
48	62	44	472	505	374
66	97	25	14	34	5
2580	2189	1641	75	113	93
1462	1306	1024	2045	2688	2051
786	689	363	377	388	285
1231	1164	768	767	997	762
2330	1898	979	906	1245	1091
1310	1205	675	1352	1459	826
5005	6649	3822	173	192	163
61	155	32	22	3	17
0	0	1	0	2	3
2015	2024	1020	948	1036	1108
1199	1379	692	486	329	146
4827	5547	2785	1136	1731	911
1	5	0	2	11	4
0	1	0	1	2	2
0	0	0	1	0	0
28	45	40	6	3	4
2	13	2	33	19	25
0	1	0	7	0	9
899	609	362	261	287	188
6	0	5	10	19	10
821	770	595	513	405	588
10063	10467	6355	3238	3937	3713
608	785	359	83	165	116
401	407	208	204	190	206
1141	1751	886	1191	1599	1011
2335	2387	1463	7245	8332	6692
287	299	132	83	83	52
1496	1219	808	797	703	684
706	709	316	136	188	175
757	967	417	354	779	361
117	124	26	47	199	74
1205	1419	684	242	246	383
417	524	221	771	911	754
1477	1274	699	224	229	161
1016	874	496	156	209	165
705	497	230	711	1857	1220
1	0	0	20	33	28
1	1	0	1	2	2
69	48	23	4	7	4
265	311	116	2893	2363	1807
4	2	0	1492	1332	1113
1	1	0	119	126	53
302	213	254	6	1	2
17	75	29	7	6	4
1	2	0	2	0	2
107	53	6	3	4	3
8	2	13	0	0	0
0	0	0	1	0	1
4160	4182	2105	2888	2019	2437
1	3	1	3	1	3
0	0	0	0	1	0
0	0	0	4	0	1
283	231	131	30	45	25
675	624	342	60	107	77
601	605	239	117	122	109
119	139	108	396	390	316
786	671	410	593	606	476
706	548	341	770	989	789
3136	2550	1331	1070	1424	1121
2761	2651	1299	3407	3761	2438
0	1	0	5	2	3
1	2	0	2	1	1
1	0	0	3	4	3
0	0	0	2	2	1
1596	1259	715	188	148	176
376	320	142	366	221	258
3446	3380	1608	1435	1650	1599
264	115	167	135	195	161
201	87	97	145	195	142
93	367	44	270	587	423
1183	1786	737	1413	1405	1120
734	1234	408	2662	2462	1889
1740	1830	917	2510	2758	2501
2290	3807	2068	197	229	177
632	543	314	124	124	142
4386	3603	1514	342	306	306
92	116	62	356	595	165
146	129	76	67	92	74
116	109	42	27	54	20
1906	1706	797	927	1151	1201
2760	2267	2038	74	156	151
70	36	32	3	5	4
30	41	17	4	6	6
1470	1278	433	668	1037	355
2281	2471	1463	158	184	463
302	189	94	189	236	165
2333	2375	1272	1124	1486	1199
788	817	438	1984	1907	1560
193	182	91	142	281	143
2759	2296	1489	316	381	299
750	623	259	1089	1727	1582
0	0	0	18	35	13
1	1	0	299	330	270
0	1	2	5	7	5
3	2	3	5	12	2
0	0	0	0	0	1
792	720	236	45	44	22
0	0	0	1	5	4
1569	1807	1111	3842	4934	3656
1022	1244	1497	176	51	363
1845	1227	706	9954	9210	8517
2753	2980	1545	2776	3395	2724
9	13	7	7	1	3
1439	1508	693	6046	5918	5166
685	540	269	841	568	598
9	2	2	12285	13939	11330
18	1	1	3906	4467	3643
36	84	61	1	0	0
16	33	24	1	3	1
0	0	0	2	0	3
1	0	0	2	10	0
50	260	18	80	81	114
3	46	14	297	475	285
4641	6601	2239	736	804	644
13134	13106	6475	1841	2769	2412
566	357	234	69	172	129
7478	8143	4767	4623	5605	4755
1399	1417	888	437	340	465
516	545	285	221	419	270
949	1046	516	951	1202	966
455	521	306	136	132	138
363	444	205	438	540	461
1313	1582	805	24976	24073	20512
431	580	225	379	469	341
0	0	0	7	15	3
14	10	9	4	2	1
2	1	0	4	0	7
4	2	3	5	3	5
40	19	10	3	1	2
0	0	0	0	0	0
39	27	16	1	0	0
1	0	0	0	2	0
730	879	461	600	344	495
4442	4982	3849	2932	1842	2690
657	810	525	424	457	562
2	0	0	7485	8025	5438
763	1008	561	111	155	94
42	23	50	21	46	56
5806	2049	1383	546	700	669
3007	2239	1378	378	666	467
833	756	455	213	300	220
27	23	23	3	6	7
5938	5045	2612	781	886	815
580	287	188	314	305	372
3	5	3	47	91	41
108	147	85	69	104	37
5193	4836	2580	21143	25773	19166
1866	2322	1136	460	642	435
12	22	3	6	9	2
1965	1365	1008	500	292	385
0	0	0	9	3	9
2	3	2	95	71	95
966	795	553	530	791	581
5019	5111	2725	5703	7218	5401
43	71	45	46	49	40
2	13	5	85	140	57
11185	9420	6747	481	494	591
6800	5851	5024	262	308	312
321	261	167	40	54	24
50	35	32	6	8	6
687	638	426	131	201	104
1066	1019	797	525	688	515
55	170	7	12	18	29
127	214	27	254	261	327
2882	2559	1545	2792	2844	2451
6	46	18	2	0	0
8	19	10	6	4	9
397	408	267	399	528	343
33	27	16	1	1	2
0	0	0	1	1	2
0	1	0	8	8	2
549	515	282	183	182	178
44	43	34	137	171	187
2105	2192	1298	552	802	506
20	7	11	11	18	17
9	7	11	23	27	13
2	2	0	11	12	5
0	0	0	2	4	2
0	0	0	5	3	1
2	1	0	10	9	5
0	1	0	4	1	2
1	0	0	3	8	5
164	117	60	73	95	80
1936	1831	1061	170	242	111
284	287	162	37	40	28
5	12	5	1	1	0
12	9	9	7	20	13
324	373	155	350	478	342
1726	1636	828	529	645	532
43	48	24	382	257	153
18	4	6	8	4	3
84	57	63	5047	5711	3903
634	748	357	122	162	123
804	1037	434	1310	1591	896
1306	1673	828	787	1172	965
420	328	169	896	1385	892
1152	1494	938	432	614	237
1153	919	602	538	560	449
119	133	41	164	60	114
96	139	109	1	2	1
372	362	222	266	404	452
254	325	134	292	125	369
302	296	248	474	368	451
4093	3894	2456	463	704	779
463	509	306	71	110	112
2822	2011	1619	291	343	200
4174	3101	2037	337	376	274
5758	5287	3904	243	445	239
473	423	277	42	54	88
6067	4127	4646	39	74	75
145	124	74	6	35	6
714	700	429	151	228	101
86	223	146	699	1082	584
1183	1878	828	491	521	406
0	0	0	1	1	0
3159	3601	1920	9732	12112	9065
1	1	0	0	1	0
2	35	10	87	157	105
3	245	63	200	144	135
25	97	69	113	201	39
1507	2015	1010	694	924	520
205	167	66	112	158	100
5488	5309	3405	3010	3492	3444
395	552	246	54	102	121
30	52	22	0	7	3
126	187	103	223	335	247
298	650	383	2740	1995	2908
703	526	280	1347	2129	1255
881	972	601	827	1152	829
2471	2341	1591	1425	1628	1428
826	665	601	8	38	22
31	32	13	13	28	18
734	506	340	458	593	404
981	1242	413	420	643	377
152	232	156	869	1059	1085
27	41	26	58	64	14
16	33	15	9	8	16
29	7	11	15	15	9
6	16	3	0	8	5
1	1	2	8	2	3
31	13	16	8	11	5
20	26	11	31	50	62
71	62	47	102	132	122
191	611	343	5184	2879	2370
17	89	38	104	138	106
1360	1225	642	216	339	270
17	23	9	13	37	9
10	12	6	723	1157	647
3227	3666	2255	1580	2080	1251
57687	39631	19828	473	836	660
1	4	0	8	13	6
183	144	124	69	89	73
1803	1379	1080	302	335	343
2	5	3	8	21	15
949	977	494	2547	2755	2207
40	52	42	11	11	18
0	1	0	212	457	500
2328	2752	2670	83	133	194
136	51	61	2	1	0
46	118	80	1	0	0
715	677	531	94	56	145
7774	4762	4383	227	457	367
0	0	0	1	1	2
4	2	1	48	70	61
1570	1549	828	249	308	206
673	514	471	427	535	518
20	33	8	2231	2740	2073
2300	2642	1829	429	404	392
3	6	2	1	1	2
5	19	17	2	2	1
2	1	1	38	138	67
0	2	0	12	31	17
13	15	3	83	131	53
836	945	472	2378	2545	1436
303	240	134	91	121	84
30	30	23	3	1	1
2667	2694	1817	4173	5419	3926
209	163	86	207	327	202
3875	3148	2263	1437	1998	1796
5856	5639	2713	1432	1766	1300
454	433	256	1207	1369	1063
369	327	164	67	66	73
636	473	294	62	96	83
1143	1357	904	235	281	278
193	224	129	91	135	77
814	772	427	1065	826	634
642	610	413	211	252	213
103	97	63	34	30	28
355	284	182	54	57	50
389	319	169	77	67	58
1267	1051	539	94	139	110
870	1115	567	1687	1895	1488
421	432	221	238	320	195
402	363	257	894	863	842
31	37	16	77	95	74
1993	2324	1138	588	770	579
69	49	32	22	34	28
467	360	257	12	13	17
0	0	0	3	3	3
24	20	12	2	2	2
813	783	458	125	214	160
18	22	7	24	50	33
4274	3859	2138	1442	1295	1007
29	21	10	2	5	1
0	0	0	0	0	1
8	2	3	0	0	0
0	2	0	0	0	1
906	1373	716	1018	976	763
498	562	302	93	90	85
2013	1940	1068	1671	1885	1179
236	285	224	275	322	267
108	128	110	141	210	157
225	228	129	464	559	433
3	8	2	75	70	40
30	38	9	78	84	50
7484	6857	3207	991	1392	1146
570	1041	595	90	103	99
254	184	120	113	151	121
9	13	8	11	22	15
2	15	5	64	30	34
673	878	521	9	20	23
10	4	5	1	0	1
1069	1035	566	2362	2140	2132
288	110	44	2774	3756	2602
53	67	49	79	110	42
330	595	341	299	470	207
94	45	27	27	79	25
1478	1621	758	1238	993	1143
6	3	1	1	2	3
6	5	2	2	3	4
10	2	2	3	0	1
3	2	0	11	20	3
1	0	0	13	27	24
39	20	16	4	3	2
0	0	0	9	14	6
2279	2237	1607	357	404	308
0	0	0	0	0	0
0	0	0	0	2	0
0	2	2	0	0	0
2377	2324	1992	180	239	175
329	365	236	182	240	192
4359	4442	2398	2524	4659	2706
10083	10390	7217	2128	2562	2201
2	5	1	1	1	0
0	0	0	0	0	0
0	0	0	0	0	0
24	24	6	3	5	2
412	536	305	451	463	433
867	873	451	385	528	442
378	334	267	320	467	362
2242	2925	1392	418	625	361
1276	1126	1092	1818	2427	1789
1337	1578	625	433	431	388
2818	3176	1456	812	1006	849
3036	2859	1412	554	538	432
185	214	114	39	44	35
0	0	0	0	0	1
15	21	9	54	70	46
3539	3754	2086	948	1039	782
52	62	35	931	1145	764
138	120	60	17	34	9
550	604	363	804	1049	476
0	0	0	0	6	0
2	3	1	4	9	2
260	245	219	30	38	22
1322	1396	807	165	218	159
16	42	24	0	0	0
2	3	1	0	0	0
6	9	4	1	0	0
2511	2488	1375	1708	2125	1541
537	713	301	594	580	532
28	23	14	12	16	9
3	3	4	8	6	9
4236	4454	2608	585	654	341
75	72	29	11	7	4
1	1	0	1	0	1
18	16	18	1	1	0
5	1	1	0	2	0
3	3	2	0	1	0
5	1	0	0	2	0
0	1	0	0	1	0
2	1	1	0	2	0
0	0	1	26	37	14
1	1	0	24	33	12
13	7	4	16	24	7
0	0	1	4	16	2
2	2	4	23	44	14
3	3	4	13	18	12
293	311	194	130	246	118
1111	1248	677	1511	2060	1814
279	180	147	136	142	108
385	280	192	85	165	130
56	54	32	3	5	1
542	719	464	144	150	111
600	636	326	245	322	246
1	2	0	1	1	3
5	7	14	11	15	8
258	214	157	2325	2568	1831
1124	1012	564	1624	2315	1774
2314	2128	1353	1184	1726	971
7364	7046	3620	1020	1384	1085
25	23	17	62	84	49
0	0	0	5	10	4
2175	1862	1073	2676	2863	2262
9	16	5	17	15	14
3	26	13	22	43	25
12	11	7	31	44	40
1	2	1	5	13	8
0	0	0	1	4	1
44	34	14	7	18	7
73	162	32	5	17	12
5	4	7	1	7	3
0	2	0	9	17	5
0	0	0	14	14	8
0	1	0	12	16	15
2	12	3	7	11	11
4725	5150	1750	1363	1789	1456
7	3	9	2	1	0
7	3	3	15	14	7
5	7	1	8	21	8
10	9	5	3	6	3
7	10	6	8	6	6
2854	2621	1241	1022	1123	954
889	823	543	335	403	323
13	5	1	11	4	6
630	685	484	2210	3108	2524
11	22	19	6	7	5
804	776	395	45	47	40
602	495	331	179	236	192
511	451	322	226	374	270
1588	1562	964	797	1370	764
163	276	148	8	1	4
1223	1205	710	3317	2731	2102
28	41	16	21	21	33
2175	2041	1221	783	1294	1008
8	6	5	2	3	4
0	0	0	4	2	3
2	11	2	4	1	5
31	41	37	0	0	1
4300	3879	2046	3822	1354	2085
907	991	537	163	157	162
733	830	428	122	252	139
4584	5023	2473	1520	1584	1207
1594	1870	877	523	489	522
1588	1447	1126	1471	2777	1149
55	57	15	9	13	5
12	22	6	99	208	95
98	95	60	39	47	31
2114	1907	952	2346	1688	2006
619	568	348	2800	4068	2861
3386	3573	2035	1285	1334	1092
909	890	577	71	93	54
394	369	223	249	496	235
170	188	127	341	824	295
2061	1943	982	2732	4077	2803
4520	4141	2182	2586	3126	2342
424	387	311	9766	8464	8865
121	135	72	73	81	84
21	12	16	57	22	37
4424	4818	2407	677	812	664
1667	1961	1109	2330	2738	2294
1546	1377	766	616	385	444
346	373	201	123	108	63
50	49	22	7	5	4
39	52	39	7	10	7
3797	3861	2089	1509	1816	1360
276	332	186	171	247	213
182	226	91	179	243	182
481	515	250	548	921	693
37	25	18	9	20	29
307	795	139	852	1061	744
0	3	0	14	15	16
25	23	17	39	58	57
44	49	28	561	751	576
2	2	1	87	122	79
1175	953	554	4413	7497	4299
120	153	78	51	75	67
900	1003	505	858	903	857
35	40	18	30	17	36
0	0	1	0	0	0
9	9	2	1	0	0
2	4	1	4	7	0
159	281	113	194	154	187
8	16	7	122	202	152
0	0	0	0	0	2
1590	1498	971	4449	6154	3823
148	181	124	944	1216	917
86	48	49	27	24	33
1	1	0	4	5	5
222	320	137	38	89	45
38	27	28	10	34	22
1167	1349	629	357	430	349
2109	2719	1390	1028	1241	915
0	7	0	55	73	37
2093	2181	1147	634	750	600
0	1	2	4	3	7
6	12	13	4	1	10
2	9	2	10	1	10
0	0	0	0	0	1
4	5	3	0	0	0
3	2	0	865	988	749
727	557	634	8	3	6
20	34	26	3	5	7
152	119	56	12	20	27
196	229	130	11	26	32
160	111	93	81	125	60
2486	1942	1085	423	518	489
177	220	86	13	16	22
52	66	10	190	265	203
1297	1658	986	5655	5190	5485
1781	1978	938	80	101	48
939	736	406	6063	6507	2674
476	519	257	1267	1523	1324
434	177	77	2378	3434	2172
1076	904	618	5776	5604	4003
2703	1376	686	260	306	131
994	959	530	83	107	79
1910	1947	953	150	155	157
784	692	323	441	616	618
178	143	112	4647	3771	3603
2027	1830	1068	136	173	151
1032	988	1004	29	38	31
4725	4841	2355	891	1256	1015
454	533	310	223	282	223
265	272	143	14	17	8
728	940	590	95	164	106
5	5	5	6	5	0
2488	2256	1216	552	492	602
1308	1160	613	310	363	229
886	921	738	428	504	392
526	478	376	764	1042	525
0	0	0	0	1	0
29	47	15	21	25	21
1340	1454	821	76	85	62
0	1	2	2	3	1
14716	8534	10962	1259	2084	1441
3134	1864	1901	349	378	367
692	768	475	749	824	822
1322	832	907	852	895	725
1034	1061	530	3176	3674	2820
967	806	584	823	633	612
1	3	0	1	4	3
200	300	188	2	2	0
907	1068	634	226	305	152
645	606	342	340	463	291
740	596	395	946	1108	856
34	22	14	142	114	192
63	29	18	79	27	69
537	527	224	165	190	160
978	1021	512	7183	8724	6903
33	39	11	427	814	573
43	51	16	480	735	594
1187	1183	603	770	874	677
1793	1622	877	487	511	449
3151	3521	2165	5877	6426	4669
1	4	2	2	0	0
569	467	198	158	895	584
968	822	623	72	149	107
0	3	0	12	11	7
445	536	49	205	172	226
6446	5702	3055	372	442	355
862	767	510	801	1077	548
834	966	489	3445	4907	2976
173	162	55	18	17	14
767	812	448	733	987	655
10	13	17	3	7	3
0	1	0	0	5	1
0	76	0	0	3	1
79	1	70	6	244	35
89	63	65	442	191	396
84	83	68	4	1	0
78	283	37	1	1	2
31	30	53	2	0	3
100	60	64	5	6	4
2	1	3	0	0	1
73	11	34	2	3	1
95	80	70	87	100	59
2370	2099	1620	4209	4983	3328
51	117	44	321	663	330
3283	3081	1432	823	1060	849
576	693	274	261	472	246
1106	1124	586	451	490	359
627	575	222	156	133	105
854	1296	665	185	309	181
2	9	6	0	9	4
6792	6903	4195	2807	2916	2229
931	1161	550	62	35	99
581	540	228	231	480	428
63	13	10	3	9	3
23	66	31	10	10	9
77	73	56	24	25	15
1	12	10	2	1	4
97	107	105	1	0	1
18	29	13	1	1	0
3	9	6	1	0	0
0	0	0	18	28	22
5	9	9	1	2	1
4351	3924	3445	254	436	409
10	4	6	3	10	6
0	0	0	0	0	0
19	19	17	14	19	23
4019	3502	1856	1436	1797	1470
1157	1003	540	688	700	1214
7166	6448	4074	3350	3016	2549
387	498	184	722	419	540
8	8	9	1837	1734	1076
106	86	51	165	200	96
2451	1931	1089	129	129	101
1	2	0	1	2	0
2	7	1	44	61	28
2355	2306	1296	701	927	656
2502	1995	1163	1883	2273	1796
177	98	83	22	28	25
1579	1590	884	591	1018	637
76	66	55	22	26	11
611	560	319	1034	737	531
1263	1404	797	977	718	962
779	778	528	723	1145	966
1324	1172	720	2418	3023	2508
5	3	3	5	6	6
858	663	387	101	116	66
2193	1271	949	6	15	5
325	108	113	58	94	89
216	288	88	3	1	3
6	28	3	45	65	30
0	0	0	1	3	1
0	0	0	0	1	0
21	15	12	5535	7452	5539
337	602	428	10	16	22
471	478	88	4	5	9
298	320	123	314	289	307
20	5	11	102	191	182
2786	2807	1351	517	472	421
2041	1788	1074	3088	3853	3327
217	232	110	409	89	76
598	431	266	376	220	156
1064	850	589	608	479	449
1503	1149	717	465	991	672
654	584	377	3924	3486	2277
69	28	25	12	36	25
2591	2114	1101	2779	2384	1965
0	0	0	0	0	0
34	82	25	12	6	4
1364	1065	756	478	536	352
7880	4519	6690	146	260	363
0	1	0	2	0	0
122	129	73	18	27	7
1108	1099	486	392	396	213
127	97	61	8	11	10
116	85	63	5	12	3
969	1100	606	624	664	475
35	6	31	8	8	9
1685	1436	1082	289	282	294
139	102	73	508	575	468
7	8	0	7	5	5
19	20	10	35	59	32
154	67	4	133	156	117
201	200	96	64	191	160
1293	1059	685	945	646	618
393	220	224	1082	1285	1015
4107	6516	1827	3082	3809	2462
964	530	510	82	113	59
1324	862	777	394	348	220
510	520	227	0	2	1
779	703	443	367	364	224
541	450	271	173	338	191
1655	1730	849	763	1077	750
30	120	29	0	2	1
196	293	110	31	74	15
439	365	211	381	413	326
26	53	21	15	16	6
329	579	262	6	12	15
1914	818	476	167	291	283
2	2	1	10	48	16
18	31	13	44	109	63
6	2	7	4	2	3
0	2	2	8	5	4
18	22	7	6	10	3
4	136	39	3	5	0
342	295	215	108	104	75
2	1	1	2	7	2
0	0	0	4	5	4
252	429	146	455	502	381
2182	2437	1100	781	974	786
50	338	5	11	4	11
51	4	7	8	30	14
6	0	4	0	1	1
6	11	1	25	49	14
0	0	0	0	0	0
145	212	74	29	53	18
7549	6662	3350	536	545	530
917	742	366	1229	2091	980
248	243	85	95	117	89
17	14	1	0	3	4
292	309	368	1373	1512	767
2	18	6	33	41	38
2172	2204	1473	880	1028	876
709	753	380	313	363	283
3	3	2	8	13	13
905	1077	597	456	637	388
466	527	332	1144	1362	1097
3597	2773	1839	1310	1316	1108
1751	1925	770	490	588	392
4510	5463	2201	3727	4961	3237
1	0	0	1	1	3
2084	2435	1374	3076	3304	2633
44	40	33	78	182	104
1494	1342	872	2396	2477	2373
2564	2437	1241	587	900	536
1328	1310	898	10	13	11
37	54	53	11	6	8
453	1167	242	505	388	414
33	96	25	61	51	49
7	13	5	57	15	58
274	277	222	28	14	22
27	17	32	0	1	0
809	900	445	194	336	233
12	39	14	33	10	6
1	19	4	37	57	32
4	7	4	2	11	2
86	76	34	478	625	614
14	9	10	3	0	2
0	0	0	1	0	0
0	0	0	1	0	1
38	18	11	5	7	15
0	1	0	0	0	0
1175	1500	817	81	99	47
46	110	34	10	7	8
3	2	2	0	0	0
232	129	162	1	3	1
2735	2371	1430	245	344	242
25	7	12	402	643	295
75	26	33	2	4	0
5	3	2	1	1	0
88	77	48	12	8	3
76	59	50	4	3	5
2042	2003	886	4572	4855	4315
85	107	55	17	18	17
0	0	0	3	1	0
1	0	0	0	0	0
36	58	6	63	57	25
33	50	32	74	103	81
6	2	1	1	1	0
12	6	7	1	0	5
5638	4959	2421	9667	10536	8663
2722	2978	1375	369	458	325
1425	1701	1009	1894	1681	1014
30	30	19	95	106	92
797	738	384	387	453	372
329	403	207	5975	2431	6471
4399	3716	2076	1342	2119	1655
89	89	29	67	41	117
1525	776	463	606	610	832
405	184	167	1037	1292	1198
0	0	0	1	4	1
873	741	446	672	532	684
0	0	0	0	0	0
29	7	88	2	2	3
1876	1618	991	488	601	482
20	68	30	74	51	30
25	49	23	7	23	13
44	67	29	280	200	71
1033	1013	731	554	734	551
1306	1349	840	1455	2009	1510
1015	1057	583	453	327	313
1226	1294	781	245	308	278
0	0	1	9	17	24
0	0	0	3	4	1
1	1	1	27	27	10
0	0	0	0	0	0
3	1	0	23	8	17
0	0	0	0	2	4
0	0	0	0	50	0
8	6	5	93	54	15
5	4	3	24	21	2
8	4	10	92	59	12
51	74	13	49	50	3
4	1	1	4	13	6
20	13	14	4	4	1
2914	2053	1564	235	329	209
3	3	2	0	0	1
2	0	0	1	0	1
200	236	135	221	256	160
178	134	80	126	152	78
12	4	6	9	9	7
69	60	37	610	710	339
10	5	6	2269	2117	2758
1585	1500	772	1916	2803	1932
697	996	206	1390	1381	1657
11	6	6	37	30	12
2162	2237	1172	924	1113	709
1205	1434	848	715	934	980
1529	1772	985	11004	13145	10488
12	12	8	54	123	59
96	175	102	194	144	160
143	432	184	26	23	37
21	34	23	8	8	9
148	307	93	281	432	357
5938	5834	3338	77	91	70
2483	2813	1260	275	261	162
9	3	1	3	45	14
3	41	22	2	1	2
8	31	7	4	1	2
4	4	3	33	38	29
0	1	0	0	7	5
18	27	24	20	46	21
4	4	9	57	40	41
3	2	2	75	117	66
202	313	159	305	334	292
4	3	0	1	0	1
3	3	6	2	3	3
1	0	0	0	0	0
3432	3146	1892	7740	12049	8860
10	7	10	4	4	5
385	722	344	6	8	15
0	1	1	3	0	4
2	1	2	2	0	0
833	1080	536	187	179	148
831	790	511	63	105	54
55	79	25	3	1	1
8	10	4	1	3	1
1988	2116	1028	1503	1941	1313
795	874	457	638	707	591
27	50	12	52	310	124
101	113	66	154	314	222
6620	6206	3792	3257	3402	3312
467	536	228	1273	1263	1061
1	1	3	1	1	3
2828	2885	1640	1425	2465	1192
1219	1100	511	4317	5409	3792
9	15	8	15	22	9
64	31	33	3	3	2
2	4	1	59	76	74
8	5	7	1	1	3
43	38	29	27	25	11
4	1	2	22	15	13
138	106	95	19	23	5
0	0	1	584	676	518
2367	2356	1345	4340	4758	4204
0	0	0	0	1	2
16	42	16	1	1	2
2	7	2	14	7	5
0	1	0	2	1	0
1	1	0	30	75	6
12	15	6	1	1	2
0	1	0	3	1	0
5	7	12	6	11	3
341	434	200	267	304	142
8	9	7	28	52	22
794	815	273	3691	4804	3231
24	9	7	76	95	70
605	692	342	821	876	753
24	20	4	1019	1435	951
655	468	134	145	190	169
48	13	0	0	1	1
457	235	143	0	2	4
740	207	14	2	6	11
4061	713	23	8	18	8
118	22	5	47	60	33
0	0	2	2	0	0
404	444	279	1912	1956	758
1835	1540	735	1963	2244	1233
20	139	19	178	232	179
0	0	0	2	0	0
5	0	2	8	9	5
3	1	2	1	0	2
4077	3896	2064	1118	1318	951
1795	1795	1052	5281	5907	5536
87	91	66	122	103	101
3722	3025	2453	580	751	690
767	638	303	323	413	541
3026	3000	1170	1114	1252	2451
322	621	337	481	406	487
9	5	5	67	57	113
4	6	13	35	27	35
0	0	0	36	86	57
24	68	5	76	29	16
714	823	487	1087	679	879
1159	893	525	852	1024	790
1141	1068	512	4113	3962	3027
1190	1083	535	1679	1618	1342
4551	3700	1567	4256	5440	3975
72	38	33	4	4	2
1473	1459	1223	140	208	116
71	117	93	1	0	3
1	9	2	3	6	1
16	26	32	6	11	9
24	24	17	4	7	8
673	691	427	619	659	580
703	860	412	398	471	342
301	252	185	110	67	76
1295	1119	690	543	628	575
1917	1905	1184	5460	8649	5969
394	418	241	328	620	421
0	0	0	9	14	9
0	1	0	22	10	17
4	3	6	36	46	35
314	305	207	282	326	239
1250	883	485	323	459	329
1130	869	481	348	244	314
28	16	8	9	32	15
482	266	163	1007	1654	1182
1971	1953	905	1213	1548	1192
208	162	69	2	1	2
1135	1163	647	480	496	401
2189	2319	1227	480	580	445
955	715	432	221	217	216
5	6	2	4	10	5
1	0	0	4	2	2
0	0	0	2	2	1
89	68	66	4	4	4
612	324	242	8	17	12
523	201	236	6	23	4
1	2	1	2	6	4
21	24	21	0	1	5
235	351	136	84	185	102
1172	1756	685	1904	3304	1562
2250	1814	1176	1460	1252	1279
3306	3186	1454	2123	2052	1884
216	226	94	57	67	88
29	6	147	2	0	2
59	6	0	0	0	0
340	238	148	538	615	408
86	121	43	1466	1815	1349
652	944	525	817	1149	759
60	98	95	238	604	523
67	69	42	417	440	351
164	114	102	670	665	618
493	476	367	433	779	415
175	137	40	45	29	26
78	174	28	25	33	20
8	6	9	51	100	60
522	468	327	231	289	271
3203	3163	2250	4705	6347	5060
0	0	0	0	1	1
314	284	209	293	391	347
227	216	102	19	25	28
0	10	4	2	0	2
7	20	10	2	24	4
8	2	5	3	19	6
1	4	0	5	6	2
68	25	178	2	6	3
0	0	0	0	0	8
10	35	30	2	3	1
136	173	124	417	489	297
32	9	22	4	6	6
265	208	192	106	123	72
1163	1240	805	1813	1949	1572
2685	2829	1460	6509	9465	6911
131	42	69	11	26	26
120	153	112	0	5	3
156	220	155	117	137	95
7823	7527	3864	3538	4290	3735
602	754	335	547	775	638
